GEOID	BORO	TUID	DIST_ROADBED	DIST_BLDG_HGHT	TYPE
360610037003004	Manahattan	20130701000368	0	22.232083	d
360610037003004	Manahattan	20130701001257	0	22.232083	d
360610037003004	Manahattan	20130701001287	0	22.232083	d
360610037003004	Manahattan	20130701002006	0	22.232083	d
360610037003004	Manahattan	20130701005647	0	22.232083	p
360610037003004	Manahattan	20130701023652	0	22.232083	p
360610037003004	Manahattan	20130701026095	0	22.232083	p
360610037003004	Manahattan	20130701030123	0	22.232083	p
360610037003004	Manahattan	20130701030548	0	22.232083	p
360610037003006	Manahattan	20130701000251	0	40.692108	d
360610037003006	Manahattan	20130701001823	0	40.692108	d
360610037003007	Manahattan	20130701000875	0	11.648201	d
360610037003008	Manahattan	20130701012479	0	21.18206	p
360610037003009	Manahattan	20130701000255	0	10.166563	d
360610037003009	Manahattan	20130701021643	0	10.166563	p
360610037003011	Manahattan	20130701001541	2.743048123	7.582413	d
360610037003014	Manahattan	20130701000203	0	39.782493	d
360610037003014	Manahattan	20130701000861	0	39.782493	d
360610037003015	Manahattan	20130701000607	0	37.166558	d
360610038001000	Manahattan	20130701000790	19.47122341	11.13058	d
360610038001002	Manahattan	20130701000188	0	9.873843	d
360610038001002	Manahattan	20130701000291	0	9.873843	d
360610038001002	Manahattan	20130701000351	26.82656586	9.873843	d
360610038001002	Manahattan	20130701000474	0	9.873843	d
360610038001002	Manahattan	20130701000896	60.27121857	9.873843	d
360610038001002	Manahattan	20130701001156	0	9.873843	d
360610038001002	Manahattan	20130701008068	30.26347447	9.873843	p
360610038001004	Manahattan	20130701001863	0	12.425295	d
360610038002000	Manahattan	20130701001973	0	10.665268	d
360610038002000	Manahattan	20130701028070	0	10.665268	p
360610038003000	Manahattan	20130701002333	0	9.567447	d
360610038003000	Manahattan	20130701028141	0	9.567447	p
360610038003001	Manahattan	20130701000906	19.5817542	10.070141	d
360610038004000	Manahattan	20130701000646	23.85308556	9.812658	d
360610038004000	Manahattan	20130701018689	0	9.812658	p
360610038005000	Manahattan	20130701000593	0	7.964246	d
360610038005000	Manahattan	20130701000895	0	7.964246	d
360610038005000	Manahattan	20130701001545	57.06104746	7.964246	d
360610038005000	Manahattan	20130701007633	0	7.964246	p
360610038005000	Manahattan	20130701012499	0	7.964246	p
360610038005000	Manahattan	20130701012500	0	7.964246	p
360610038005001	Manahattan	20130701000162	93.71810251	6.301311	d
360610038005001	Manahattan	20130701008062	43.67460583	6.301311	p
360610038005001	Manahattan	20130701014495	0	6.301311	p
360610038006000	Manahattan	20130701000170	0	8.455375	d
360610038006000	Manahattan	20130701000171	0	8.455375	d
360610038006000	Manahattan	20130701000543	58.99982069	8.455375	d
360610038006000	Manahattan	20130701000892	0	8.455375	d
360610038006000	Manahattan	20130701001337	0	8.455375	d
360610038006000	Manahattan	20130701001777	103.4838204	8.455375	d
360610038007000	Manahattan	20130701000484	0	8.651113	d
360610038007000	Manahattan	20130701000531	6.625272515	8.651113	d
360610038007000	Manahattan	20130701000827	0	8.651113	d
360610038007000	Manahattan	20130701001950	0	8.651113	d
360610038007000	Manahattan	20130701005610	0	8.651113	p
360610038007000	Manahattan	20130701023599	0	8.651113	p
360610038007000	Manahattan	20130701030107	0	8.651113	p
360610038007000	Manahattan	20130701034933	0	8.651113	p
360610038007000	Manahattan	20130701034944	0	8.651113	p
360610038007001	Manahattan	20130701001468	0	8.688198	d
360610038007001	Manahattan	20130701001516	0	8.688198	d
360610038007001	Manahattan	20130701021613	0	8.688198	p
360610038007001	Manahattan	20130701030121	0	8.688198	p
360610039001007	Manahattan	20130701023663	5.30247761	22.228718	p
360610039001014	Manahattan	20130701034918	0	16.616615	p
360610039001015	Manahattan	20130701002382	0	14.416658	d
360610039001020	Manahattan	20130701010079	0	13.213187	p
360610039001020	Manahattan	20130701012445	0	13.213187	p
360610039002001	Manahattan	20130701014523	86.40009634	41.712887	p
360610039002001	Manahattan	20130701023679	0	41.712887	p
360610039002001	Manahattan	20130701035634	31.06923439	41.712887	p
360610039002002	Manahattan	20130701012441	0	44.183702	p
360610039002002	Manahattan	20130701028537	0	44.183702	p
360610039004001	Manahattan	20130701002387	0	10.135907	d
360610039004002	Manahattan	20130701001851	0.6557834498	17.652751	d
360610039004002	Manahattan	20130701002377	0	17.652751	d
360610039004002	Manahattan	20130701005607	0	17.652751	p
360610039004002	Manahattan	20130701018688	0	17.652751	p
360610039004002	Manahattan	20130701030162	0	17.652751	p
360610039004002	Manahattan	20130701032600	94.35616377	17.652751	p
360610039004002	Manahattan	20130701032971	0	17.652751	p
360610039004003	Manahattan	20130701001239	0	15.661667	d
360610039004003	Manahattan	20130701001331	0	15.661667	d
360610039004010	Manahattan	20130701028125	0	13.989264	p
360610040001000	Manahattan	20130701000041	1.366357471	10.282797	d
360610040001000	Manahattan	20130701000136	0	10.282797	d
360610040001000	Manahattan	20130701001184	75.91034774	10.282797	d
360610040001001	Manahattan	20130701000274	0.7645899918	9.160519	d
360610040001001	Manahattan	20130701023678	0	9.160519	p
360610040001001	Manahattan	20130701030570	0	9.160519	p
360610040001001	Manahattan	20130701032936	0	9.160519	p
360610040001001	Manahattan	20130701034518	0	9.160519	p
360610040001001	Manahattan	20130701034920	0	9.160519	p
360610040002000	Manahattan	20130701005633	0	12.586172	p
360610040002001	Manahattan	20130701000225	11.09700466	18.156523	d
360610040002001	Manahattan	20130701002420	1.451161499	18.156523	d
360610040002001	Manahattan	20130701030472	0	18.156523	p
360610040003000	Manahattan	20130701001025	7.712704073	7.235568	d
360610040003000	Manahattan	20130701001340	0	7.235568	d
360610040003001	Manahattan	20130701018714	0	8.53001	p
360610040003001	Manahattan	20130701034487	0	8.53001	p
360610040003002	Manahattan	20130701001379	20.08296289	12.297557	d
360610040003002	Manahattan	20130701016455	0	12.297557	p
360610040003002	Manahattan	20130701030131	0	12.297557	p
360610040004000	Manahattan	20130701000455	59.3825604	11.403604	d
360610040004000	Manahattan	20130701000502	0	11.403604	d
360610040004000	Manahattan	20130701002172	12.67056828	11.403604	d
360610040004000	Manahattan	20130701007636	0	11.403604	p
360610040004000	Manahattan	20130701016394	0	11.403604	p
360610040005000	Manahattan	20130701000394	85.19690798	5.148362	d
360610040005001	Manahattan	20130701000222	12.01200086	11.969218	d
360610040005001	Manahattan	20130701000837	0	11.969218	d
360610040006000	Manahattan	20130701000801	27.29924224	11.301138	d
360610040006000	Manahattan	20130701005637	0	11.301138	p
360610040006000	Manahattan	20130701016768	0	11.301138	p
360610040006000	Manahattan	20130701030556	0	11.301138	p
360610040006000	Manahattan	20130701035609	0	11.301138	p
360610040006001	Manahattan	20130701000705	0	14.445013	d
360610040006001	Manahattan	20130701001221	30.78919643	14.445013	d
360610040006001	Manahattan	20130701016495	0	14.445013	p
360610040006001	Manahattan	20130701034893	0	14.445013	p
360610041001001	Manahattan	20130701001275	0	8.517731	d
360610041001001	Manahattan	20130701001634	116.4127567	8.517731	d
360610041001001	Manahattan	20130701021666	0	8.517731	p
360610041001003	Manahattan	20130701002202	0	8.468013	d
360610041002000	Manahattan	20130701008124	0	10.849198	p
360610041002001	Manahattan	20130701000791	0	12.943591	d
360610041005000	Manahattan	20130701000577	1.974285902	8.639898	d
360610041005004	Manahattan	20130701000059	0	9.142289	d
360610041005004	Manahattan	20130701014535	0	9.142289	p
360610041005005	Manahattan	20130701016459	36.04732512	5.943835	p
360610041006002	Manahattan	20130701012506	0	15.701548	p
360610041006002	Manahattan	20130701014501	0	15.701548	p
360610041006003	Manahattan	20130701001613	8.976549797	9.360224	d
360610042001000	Manahattan	20130701000118	0	21.363674	d
360610042001000	Manahattan	20130701000198	4.057203757	21.363674	d
360610042001000	Manahattan	20130701001277	0	21.363674	d
360610042001000	Manahattan	20130701005695	5.418333612	21.363674	p
360610042001000	Manahattan	20130701023647	0	21.363674	p
360610042001000	Manahattan	20130701030186	23.88482831	21.363674	p
360610042001001	Manahattan	20130701001993	0	12.625715	d
360610042001001	Manahattan	20130701016854	0	12.625715	p
360610042001001	Manahattan	20130701032943	2.029533775	12.625715	p
360610042001002	Manahattan	20130701001572	0	16.96468	d
360610042001002	Manahattan	20130701001657	0	16.96468	d
360610042001002	Manahattan	20130701001797	0	16.96468	d
360610042001002	Manahattan	20130701001991	77.65354398	16.96468	d
360610042001002	Manahattan	20130701014529	0	16.96468	p
360610042001002	Manahattan	20130701016392	6.512768002	16.96468	p
360610042001002	Manahattan	20130701023690	10.59573126	16.96468	p
360610042001002	Manahattan	20130701032556	0	16.96468	p
360610042001002	Manahattan	20130701034919	0	16.96468	p
360610042001002	Manahattan	20130701034939	0	16.96468	p
360610042002000	Manahattan	20130701000114	0	8.365637	d
360610042002000	Manahattan	20130701000306	0	8.365637	d
360610042002000	Manahattan	20130701000510	0	8.365637	d
360610042002000	Manahattan	20130701001471	7.464547256	8.365637	d
360610042002000	Manahattan	20130701001648	157.8474722	8.365637	d
360610042002000	Manahattan	20130701014927	0	8.365637	p
360610042002000	Manahattan	20130701016491	0	8.365637	p
360610042002000	Manahattan	20130701023603	18.87007649	8.365637	p
360610042002000	Manahattan	20130701023638	0	8.365637	p
360610042002001	Manahattan	20130701005626	0	13.463506	p
360610042002001	Manahattan	20130701023691	0	13.463506	p
360610042002002	Manahattan	20130701012486	8.091002266	10.336611	p
360610042002002	Manahattan	20130701030515	0	10.336611	p
360610042002002	Manahattan	20130701032921	0	10.336611	p
360610042002004	Manahattan	20130701001037	22.32019086	12.940245	d
360610042002004	Manahattan	20130701030128	0	12.940245	p
360610042002004	Manahattan	20130701032973	0	12.940245	p
360610042002004	Manahattan	20130701032977	0	12.940245	p
360610043001000	Manahattan	20130701000476	1.524544017	7.451392	d
360610043001000	Manahattan	20130701026025	0	7.451392	p
360610043001002	Manahattan	20130701000411	103.0979957	6.590102	d
360610043001003	Manahattan	20130701001420	42.14344218	17.462868	d
360610043001003	Manahattan	20130701030542	13.58977756	17.462868	p
360610043002000	Manahattan	20130701000134	0	11.261327	d
360610043002000	Manahattan	20130701000456	2.923563802	11.261327	d
360610043002000	Manahattan	20130701012517	0	11.261327	p
360610043002000	Manahattan	20130701014510	0	11.261327	p
360610043003000	Manahattan	20130701032491	0	3.237623	p
360610043003001	Manahattan	20130701000293	20.79142991	28.686783	d
360610043003001	Manahattan	20130701000600	0	28.686783	d
360610043003001	Manahattan	20130701000841	0	28.686783	d
360610043003001	Manahattan	20130701000969	0	28.686783	d
360610043003002	Manahattan	20130701000495	52.91846464	19.985719	d
360610043003002	Manahattan	20130701014938	0	19.985719	p
360610043003002	Manahattan	20130701021605	0	19.985719	p
360610043003003	Manahattan	20130701000354	4.24103264	11.151349	d
360610043003003	Manahattan	20130701030103	0	11.151349	p
360610043003003	Manahattan	20130701030118	0	11.151349	p
360610043003003	Manahattan	20130701035627	0	11.151349	p
360610043003004	Manahattan	20130701000584	58.03760806	17.426002	d
360610043003004	Manahattan	20130701000631	71.88464104	17.426002	d
360610043003005	Manahattan	20130701016409	0	11.995142	p
360610043003006	Manahattan	20130701010050	21.31939344	9.933574	p
360610044001000	Manahattan	20130701023593	0	9.499173	p
360610044002000	Manahattan	20130701018707	3.649903825	9.111247	p
360610044005005	Manahattan	20130701012435	0	8.249722	p
360610044007001	Manahattan	20130701002431	0	7.314384	d
360610044007001	Manahattan	20130701010087	0	7.314384	p
360610045001001	Manahattan	20130701001107	16.63431008	16.859967	d
360610045001001	Manahattan	20130701001708	0	16.859967	d
360610045001001	Manahattan	20130701014513	6.20211605	16.859967	p
360610045001001	Manahattan	20130701021659	0	16.859967	p
360610045001002	Manahattan	20130701000285	0	17.550228	d
360610045001002	Manahattan	20130701000643	5.450183781	17.550228	d
360610045001006	Manahattan	20130701026112	0	9.927815	p
360610045001009	Manahattan	20130701008066	0	14.611533	p
360610045001010	Manahattan	20130701026078	0	14.753389	p
360610047001000	Manahattan	20130701000001	0	4.072728	d
360610047001001	Manahattan	20130701000505	16.42326779	9.576941	d
360610047001001	Manahattan	20130701001226	114.1995038	9.576941	d
360610047001002	Manahattan	20130701000974	0	10.593302	d
360610047001003	Manahattan	20130701034502	9.768636725	14.375719	p
360610047002001	Manahattan	20130701026092	0	7.22019	p
360610047002002	Manahattan	20130701030183	0	20.666277	p
360610047002003	Manahattan	20130701000163	3.267294551	11.882961	d
360610047002003	Manahattan	20130701000520	2.461832691	11.882961	d
360610047002005	Manahattan	20130701000399	9.698869508	12.265971	d
360610047002005	Manahattan	20130701001750	0	12.265971	d
360610047002005	Manahattan	20130701026076	37.56606156	12.265971	p
360610047002005	Manahattan	20130701032498	13.20771812	12.265971	p
360610047002006	Manahattan	20130701000838	0	14.345053	d
360610047002008	Manahattan	20130701000423	3.793856727	11.122049	d
360610047002008	Manahattan	20130701000693	29.30523519	11.122049	d
360610047002008	Manahattan	20130701001008	0	11.122049	d
360610047002008	Manahattan	20130701001956	0	11.122049	d
360610047002008	Manahattan	20130701030537	73.08674399	11.122049	p
360610047002009	Manahattan	20130701001703	93.29378519	11.639498	d
360610047002011	Manahattan	20130701032581	39.06597269	15.26714	p
360610047002012	Manahattan	20130701000894	0	20.083157	d
360610047002012	Manahattan	20130701028155	53.17061096	20.083157	p
360610047002012	Manahattan	20130701034983	0	20.083157	p
360610047002013	Manahattan	20130701001568	0	15.84328	d
360610047002016	Manahattan	20130701001183	17.44398261	9.759316	d
360610047002016	Manahattan	20130701002494	42.29852056	9.759316	d
360610048002000	Manahattan	20130701000489	21.94061045	16.631078	d
360610048004000	Manahattan	20130701000361	27.24638814	13.306218	d
360610048004000	Manahattan	20130701026033	0	13.306218	p
360610048004000	Manahattan	20130701030156	0	13.306218	p
360610048005000	Manahattan	20130701001822	24.09623148	29.958445	d
360610048005001	Manahattan	20130701000200	14.28543403	14.085319	d
360610048005001	Manahattan	20130701001704	107.660083	14.085319	d
360610048005001	Manahattan	20130701030172	0	14.085319	p
360610048005002	Manahattan	20130701000270	25.40168338	9.895206	d
360610048005002	Manahattan	20130701000996	1.024790304	9.895206	d
360610048005002	Manahattan	20130701001044	0	9.895206	d
360610048005002	Manahattan	20130701014929	0	9.895206	p
360610048005002	Manahattan	20130701026042	0	9.895206	p
360610048006000	Manahattan	20130701014525	0	5.967086	p
360610048006000	Manahattan	20130701021607	0	5.967086	p
360610048006000	Manahattan	20130701030116	0	5.967086	p
360610048006001	Manahattan	20130701001560	61.83609691	14.652435	d
360610048006001	Manahattan	20130701002361	13.35398047	14.652435	d
360610048006001	Manahattan	20130701016506	0	14.652435	p
360610048006001	Manahattan	20130701028062	0	14.652435	p
360610048006001	Manahattan	20130701030484	0	14.652435	p
360610048006001	Manahattan	20130701032525	11.02068083	14.652435	p
360610048006001	Manahattan	20130701034522	0	14.652435	p
360610048007001	Manahattan	20130701034512	3.305797012	0.02345	p
360610049001001	Manahattan	20130701001104	80.6395895	13.250079	d
360610049001002	Manahattan	20130701001010	6.350638664	14.574337	d
360610049001003	Manahattan	20130701000301	0	21.057648	d
360610049001003	Manahattan	20130701000833	0	21.057648	d
360610049001003	Manahattan	20130701001031	0	21.057648	d
360610049001003	Manahattan	20130701012448	0	21.057648	p
360610049001004	Manahattan	20130701000185	5.642244267	22.029496	d
360610049001004	Manahattan	20130701002029	27.85282968	22.029496	d
360610049001005	Manahattan	20130701018724	5.212628336	19.109268	p
360610049001006	Manahattan	20130701002529	24.37123207	16.131165	d
360610049001007	Manahattan	20130701026104	0	14.901926	p
360610049001010	Manahattan	20130701001212	0	19.357575	d
360610049002000	Manahattan	20130701002293	0	7.23017	d
360610049002000	Manahattan	20130701016501	12.3093115	7.23017	p
360610049002000	Manahattan	20130701030130	4.891182764	7.23017	p
360610049002001	Manahattan	20130701000717	69.7462661	6.782083	d
360610049002001	Manahattan	20130701000732	7.918666897	6.782083	d
360610049002001	Manahattan	20130701001053	0	6.782083	d
360610049002001	Manahattan	20130701002178	0	6.782083	d
360610049002001	Manahattan	20130701014588	0	6.782083	p
360610049002001	Manahattan	20130701034531	0	6.782083	p
360610049002002	Manahattan	20130701001485	9.310646218	11.264648	d
360610049003000	Manahattan	20130701001900	0	8.483592	d
360610049003000	Manahattan	20130701030109	2.725788831	8.483592	p
360610049003001	Manahattan	20130701001172	0	9.747107	d
360610049003001	Manahattan	20130701034569	0	9.747107	p
360610049003002	Manahattan	20130701000868	15.80421274	9.98924	d
360610049003002	Manahattan	20130701032606	3.40062874	9.98924	p
360610050001000	Manahattan	20130701000216	3.818531246	11.117805	d
360610050001000	Manahattan	20130701002251	0.9106503217	11.117805	d
360610050001002	Manahattan	20130701023661	0	24.977732	p
360610050001003	Manahattan	20130701000615	109.8611604	17.328473	d
360610050001004	Manahattan	20130701028100	0	11.258319	p
360610050002000	Manahattan	20130701001192	0	7.181548	d
360610050002000	Manahattan	20130701034515	36.37004176	7.181548	p
360610050002002	Manahattan	20130701000243	28.76465161	22.4862	d
360610050002002	Manahattan	20130701001542	8.607726424	22.4862	d
360610050002002	Manahattan	20130701002523	0	22.4862	d
360610050002002	Manahattan	20130701030469	0	22.4862	p
360610050003000	Manahattan	20130701001285	2.470913095	17.864146	d
360610050003000	Manahattan	20130701014550	10.15229096	17.864146	p
360610050003000	Manahattan	20130701030143	0	17.864146	p
360610050003001	Manahattan	20130701000571	0	15.06762	d
360610050003002	Manahattan	20130701000509	39.59883273	49.078548	d
360610050003002	Manahattan	20130701023685	5.476150841	49.078548	p
360610050004000	Manahattan	20130701000622	1.318351741	14.506285	d
360610050004000	Manahattan	20130701001802	30.84465279	14.506285	d
360610050004000	Manahattan	20130701034535	23.91288075	14.506285	p
360610050004001	Manahattan	20130701001350	0	35.202677	d
360610050004001	Manahattan	20130701018678	0	35.202677	p
360610050004001	Manahattan	20130701023606	0	35.202677	p
360610050004001	Manahattan	20130701028037	0	35.202677	p
360610050005000	Manahattan	20130701000932	0	12.847686	d
360610052001000	Manahattan	20130701000751	33.87279441	26.642388	d
360610052001002	Manahattan	20130701000688	8.564380256	25.57938	d
360610052001002	Manahattan	20130701001033	0	25.57938	d
360610052001002	Manahattan	20130701001154	0	25.57938	d
360610052001002	Manahattan	20130701012471	0	25.57938	p
360610052001004	Manahattan	20130701000521	43.77306899	0.09985	d
360610052001004	Manahattan	20130701001668	4.212896678	0.09985	d
360610052001004	Manahattan	20130701002247	7.44896726	0.09985	d
360610052001004	Manahattan	20130701014565	0	0.09985	p
360610052001004	Manahattan	20130701016844	19.65711682	0.09985	p
360610052001004	Manahattan	20130701023643	0	0.09985	p
360610052001004	Manahattan	20130701030496	0	0.09985	p
360610052001004	Manahattan	20130701030540	0	0.09985	p
360610052002000	Manahattan	20130701000178	27.48866731	23.677864	d
360610052002000	Manahattan	20130701000599	0	23.677864	d
360610052002000	Manahattan	20130701001252	111.8000385	23.677864	d
360610052002001	Manahattan	20130701000985	19.94462634	16.906972	d
360610052002001	Manahattan	20130701001179	14.25509616	16.906972	d
360610052002001	Manahattan	20130701008117	0	16.906972	p
360610052002001	Manahattan	20130701030517	0	16.906972	p
360610052002001	Manahattan	20130701034566	0	16.906972	p
360610052002002	Manahattan	20130701000190	3.412843856	26.193796	d
360610052002002	Manahattan	20130701000322	0	26.193796	d
360610052002002	Manahattan	20130701001844	78.40100749	26.193796	d
360610052002002	Manahattan	20130701016837	0	26.193796	p
360610052002004	Manahattan	20130701000151	0	21.904343	d
360610052002004	Manahattan	20130701000953	12.03047209	21.904343	d
360610052002004	Manahattan	20130701002025	0	21.904343	d
360610052002004	Manahattan	20130701005642	19.54944528	21.904343	p
360610052002006	Manahattan	20130701023628	12.36770898	22.716099	p
360610054001000	Manahattan	20130701000812	0	23.436413	d
360610054001000	Manahattan	20130701002418	0	23.436413	d
360610054001000	Manahattan	20130701032549	73.76426516	23.436413	p
360610054001001	Manahattan	20130701026084	0	21.974077	p
360610054001001	Manahattan	20130701030519	2.896581289	21.974077	p
360610054001002	Manahattan	20130701000154	26.41467257	22.643192	d
360610054001002	Manahattan	20130701000181	17.86652141	22.643192	d
360610054001002	Manahattan	20130701000637	24.36468959	22.643192	d
360610054001002	Manahattan	20130701001429	0	22.643192	d
360610054001002	Manahattan	20130701005636	60.83950296	22.643192	p
360610054001003	Manahattan	20130701000228	12.80634028	24.251632	d
360610054001003	Manahattan	20130701001169	12.98250481	24.251632	d
360610054001004	Manahattan	20130701000491	0	21.788043	d
360610054001004	Manahattan	20130701000557	0	21.788043	d
360610054001004	Manahattan	20130701000881	0	21.788043	d
360610054001004	Manahattan	20130701001201	0	21.788043	d
360610054001004	Manahattan	20130701001538	0	21.788043	d
360610054001005	Manahattan	20130701001000	8.507770509	23.623123	d
360610054001005	Manahattan	20130701001191	0	23.623123	d
360610054001005	Manahattan	20130701010094	0	23.623123	p
360610054001005	Manahattan	20130701026015	17.12052446	23.623123	p
360610054001005	Manahattan	20130701030541	21.04636162	23.623123	p
360610054001005	Manahattan	20130701034947	0	23.623123	p
360610054002000	Manahattan	20130701000589	70.47532569	18.684749	d
360610054002000	Manahattan	20130701000675	84.43398268	18.684749	d
360610054002000	Manahattan	20130701001174	16.18148223	18.684749	d
360610054002000	Manahattan	20130701021609	0	18.684749	p
360610054003000	Manahattan	20130701000458	5.948499697	18.987724	d
360610054003000	Manahattan	20130701002497	0	18.987724	d
360610054003000	Manahattan	20130701005668	0	18.987724	p
360610054003000	Manahattan	20130701016446	0	18.987724	p
360610054003000	Manahattan	20130701021647	0	18.987724	p
360610054003000	Manahattan	20130701030563	27.71742207	18.987724	p
360610054003000	Manahattan	20130701032536	35.89340101	18.987724	p
360610055011002	Manahattan	20130701000240	0	38.668694	d
360610055011002	Manahattan	20130701014541	35.31623653	38.668694	p
360610055011004	Manahattan	20130701023684	0	19.603137	p
360610055011004	Manahattan	20130701030529	0	19.603137	p
360610055013000	Manahattan	20130701001528	0	6.364886	d
360610055013000	Manahattan	20130701023610	0	6.364886	p
360610055013000	Manahattan	20130701034551	0	6.364886	p
360610055021000	Manahattan	20130701002020	0	6.360539	d
360610055021000	Manahattan	20130701034868	2.975863068	6.360539	p
360610055021000	Manahattan	20130701035605	0	6.360539	p
360610055021001	Manahattan	20130701005720	0	12.536831	p
360610055021001	Manahattan	20130701021615	0	12.536831	p
360610055021001	Manahattan	20130701026116	98.92803809	12.536831	p
360610055022000	Manahattan	20130701001901	1.374199123	16.057791	d
360610055022000	Manahattan	20130701026045	23.0117284	16.057791	p
360610055022000	Manahattan	20130701030139	0.2948890294	16.057791	p
360610055022000	Manahattan	20130701034949	50.26530262	16.057791	p
360610055022005	Manahattan	20130701012511	37.71933924	20.678085	p
360610055022006	Manahattan	20130701028528	0	8.891636	p
360610055022007	Manahattan	20130701021665	0	2.305434	p
360610055022010	Manahattan	20130701012456	0	7.803626	p
360610055022010	Manahattan	20130701016466	0	7.803626	p
360610056001000	Manahattan	20130701000318	0	28.79505	d
360610056001000	Manahattan	20130701000508	0	28.79505	d
360610056001000	Manahattan	20130701000695	0	28.79505	d
360610056001000	Manahattan	20130701000724	0	28.79505	d
360610056001000	Manahattan	20130701026059	6.516057707	28.79505	p
360610056001001	Manahattan	20130701000807	27.61831236	29.552002	d
360610056001001	Manahattan	20130701002514	42.54311045	29.552002	d
360610056001002	Manahattan	20130701000971	0	33.625912	d
360610056001002	Manahattan	20130701001231	25.39424906	33.625912	d
360610056001002	Manahattan	20130701021657	0	33.625912	p
360610056001004	Manahattan	20130701000326	0	40.263349	d
360610056001005	Manahattan	20130701000148	31.99784934	82.796608	d
360610056001005	Manahattan	20130701000683	0	82.796608	d
360610056001005	Manahattan	20130701001670	0	82.796608	d
360610056001005	Manahattan	20130701005667	0	82.796608	p
360610056001006	Manahattan	20130701000633	0	43.454378	d
360610056001006	Manahattan	20130701001151	22.51145536	43.454378	d
360610056001006	Manahattan	20130701001611	0	43.454378	d
360610056001006	Manahattan	20130701034495	48.92878252	43.454378	p
360610056002000	Manahattan	20130701000234	27.99422045	0.014681	d
360610056002000	Manahattan	20130701000418	0	0.014681	d
360610056002000	Manahattan	20130701001895	4.789345171	0.014681	d
360610056002000	Manahattan	20130701001912	3.686660015	0.014681	d
360610056002000	Manahattan	20130701002347	0	0.014681	d
360610056002001	Manahattan	20130701000267	0	20.725636	d
360610056002001	Manahattan	20130701000426	23.29455896	20.725636	d
360610056002001	Manahattan	20130701000464	14.4548081	20.725636	d
360610056002001	Manahattan	20130701001719	61.51460212	20.725636	d
360610056002001	Manahattan	20130701030168	103.1655207	20.725636	p
360610056002001	Manahattan	20130701034930	0	20.725636	p
360610056002003	Manahattan	20130701002021	7.734579162	22.843067	d
360610056002003	Manahattan	20130701002026	37.05965937	22.843067	d
360610056003000	Manahattan	20130701000327	0	23.350877	d
360610056003000	Manahattan	20130701014487	0	23.350877	p
360610056003000	Manahattan	20130701028105	0	23.350877	p
360610056003000	Manahattan	20130701032534	0	23.350877	p
360610056003001	Manahattan	20130701000213	66.8151255	16.633087	d
360610056003001	Manahattan	20130701000567	29.93420317	16.633087	d
360610056003001	Manahattan	20130701001178	0	16.633087	d
360610056003001	Manahattan	20130701001858	0	16.633087	d
360610056003001	Manahattan	20130701021675	0	16.633087	p
360610057002002	Manahattan	20130701028130	0	20.0474	p
360610057002003	Manahattan	20130701014545	0	20.635222	p
360610057002003	Manahattan	20130701014567	24.61351466	20.635222	p
360610057002003	Manahattan	20130701026113	0	20.635222	p
360610057002004	Manahattan	20130701001996	0	16.520219	d
360610057002004	Manahattan	20130701014978	0	16.520219	p
360610058001000	Manahattan	20130701028088	0	16.180652	p
360610058001001	Manahattan	20130701000110	8.353708323	29.705	d
360610058001001	Manahattan	20130701000305	41.37019317	29.705	d
360610058001001	Manahattan	20130701002231	0.4442820232	29.705	d
360610058001001	Manahattan	20130701008063	0	29.705	p
360610058001001	Manahattan	20130701032490	0	29.705	p
360610058001001	Manahattan	20130701032497	1.171622844	29.705	p
360610058001002	Manahattan	20130701000494	0	29.291	d
360610058001002	Manahattan	20130701001068	0	29.291	d
360610058001002	Manahattan	20130701001302	0	29.291	d
360610058001003	Manahattan	20130701000156	18.33231981	37.316162	d
360610058001003	Manahattan	20130701000223	0	37.316162	d
360610058001003	Manahattan	20130701000516	0	37.316162	d
360610058001003	Manahattan	20130701000784	0.6681043278	37.316162	d
360610058001003	Manahattan	20130701001637	0	37.316162	d
360610058001003	Manahattan	20130701023659	0	37.316162	p
360610058001004	Manahattan	20130701000614	34.4572733	22.306122	d
360610058001004	Manahattan	20130701000694	13.20438699	22.306122	d
360610058001004	Manahattan	20130701005721	0	22.306122	p
360610058001005	Manahattan	20130701000832	0	32.432514	d
360610058001005	Manahattan	20130701008107	44.36807073	32.432514	p
360610058001006	Manahattan	20130701000263	0	32.397575	d
360610058001006	Manahattan	20130701005696	0	32.397575	p
360610058001006	Manahattan	20130701010085	0	32.397575	p
360610058001006	Manahattan	20130701014968	0	32.397575	p
360610058001007	Manahattan	20130701000468	41.68076152	28.48725	d
360610058001007	Manahattan	20130701000492	3.160176508	28.48725	d
360610058001007	Manahattan	20130701000858	0	28.48725	d
360610058001007	Manahattan	20130701000919	16.74208672	28.48725	d
360610058001007	Manahattan	20130701001479	0	28.48725	d
360610058001007	Manahattan	20130701002219	0	28.48725	d
360610058001007	Manahattan	20130701010122	0	28.48725	p
360610058001008	Manahattan	20130701000485	0	25.63713	d
360610058001008	Manahattan	20130701000785	0	25.63713	d
360610058001008	Manahattan	20130701000907	0	25.63713	d
360610058001008	Manahattan	20130701001146	10.62508338	25.63713	d
360610058001008	Manahattan	20130701001862	0	25.63713	d
360610058001008	Manahattan	20130701002348	0	25.63713	d
360610058001008	Manahattan	20130701008060	9.761588577	25.63713	p
360610058001008	Manahattan	20130701026105	0	25.63713	p
360610058001009	Manahattan	20130701000211	0	16.682352	d
